MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Av,GLQ,428,Unf,0,1048,1476,GasA,5,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,5,6,Typ,1,4,Attchd,RFn,2,472,3,3,Y,120,33,0,0,0,0,0,12,2007,WD,Normal,265900
120,RL,7313,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,5,3,PConc,5,3,No,GLQ,1153,Unf,0,408,1561,GasA,5,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,5,6,Typ,1,4,Attchd,Fin,2,556,3,3,Y,203,47,0,0,0,0,0,8,2007,WD,Normal,277500
60,RL,7844,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,ALQ,209,Unf,0,463,672,GasA,3,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,3,6,Typ,1,3,Attchd,Fin,2,440,3,3,Y,0,0,0,0,0,0,0,3,2006,WD,Normal,149500
60,RL,11170,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,3,3,Wood,4,3,No,LwQ,1216,Unf,0,0,1216,GasA,5,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,3,8,Typ,0,0,Attchd,Fin,2,693,3,3,Y,0,0,0,0,0,0,0,4,2006,WD,Normal,250000
60,RL,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,3,3,CBlock,3,3,Mn,Rec,438,Unf,0,234,672,GasA,3,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,Fin,2,440,3,3,Y,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900
60,RL,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,No,Rec,298,Unf,0,429,727,GasA,5,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,3,8,Typ,0,0,Attchd,Unf,2,441,3,3,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,154000
60,RL,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5,3,PConc,5,3,Av,GLQ,1280,Unf,0,402,1682,GasA,5,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,5,9,Typ,1,5,BuiltIn,Fin,3,846,3,3,Y,196,134,0,0,0,0,0,8,2008,New,Partial,426000
60,RL,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,799,799,GasA,4,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2,380,3,3,Y,0,40,0,0,0,0,0,5,2009,WD,Normal,178000
20,RL,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,4,3,PConc,4,3,No,GLQ,1456,Unf,0,168,1624,GasA,5,Y,SBrkr,1624,0,0,1624,1,0,2,0,2,1,4,5,Typ,1,2,Attchd,RFn,3,757,3,3,Y,0,114,192,0,0,0,0,7,2006,WD,Normal,262000
60,RL,10839,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,Unf,0,Unf,0,926,926,GasA,5,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2,470,3,3,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,181000
20,RL,12160,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,No,BLQ,1024,Unf,0,481,1505,GasA,5,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,Typ,1,3,Attchd,RFn,2,505,3,3,Y,0,0,0,162,0,0,0,2,2009,WD,Normal,149500
60,RL,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,4,3,PConc,4,3,No,BLQ,402,Unf,0,594,996,GasA,5,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,457,3,3,Y,370,70,0,238,0,0,0,2,2010,WD,Normal,194500
120,RL,4043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,4,3,No,ALQ,559,Unf,0,510,1069,GasA,3,Y,SBrkr,1069,0,0,1069,0,0,2,0,2,1,3,4,Typ,0,0,Attchd,RFn,2,440,3,3,Y,0,55,0,0,200,0,0,10,2008,COD,Abnorml,140000
120,RL,5664,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,4,3,PConc,4,3,No,GLQ,1158,Unf,0,343,1501,GasA,5,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,5,5,Typ,1,5,Attchd,Fin,2,499,3,3,Y,212,59,0,0,0,0,0,10,2009,WD,Normal,278000
20,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,No,Rec,588,Unf,0,422,1010,GasA,5,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,RFn,1,254,3,3,Y,0,16,0,0,0,0,0,4,2007,WD,Family,135000
50,RM,8820,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,3,3,BrkTil,3,3,No,LwQ,1088,Unf,0,0,1088,GasA,3,Y,SBrkr,1188,561,120,1869,0,0,1,0,2,1,3,7,Typ,0,0,Detchd,Unf,2,456,3,3,Y,48,0,244,0,0,0,0,9,2009,WD,Normal,124900
80,RL,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,4,3,Gd,LwQ,270,ALQ,580,452,1302,GasA,5,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,4,7,Min1,0,0,Attchd,RFn,1,309,3,3,Y,333,0,0,0,0,0,0,10,2007,CWD,Normal,158000
20,RL,57200,Pave,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,Av,BLQ,353,Rec,334,60,747,GasA,3,Y,SBrkr,1687,0,0,1687,1,0,1,0,3,1,3,7,Min1,2,3,Detchd,Unf,2,572,3,3,N,0,0,50,0,0,0,0,6,2010,WD,Normal,160000
20,RL,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,No,ALQ,228,Unf,0,724,952,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1,283,3,3,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750
20,RL,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,No,Unf,0,Unf,0,1417,1417,GasA,5,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,5,6,Typ,0,0,Attchd,RFn,2,554,3,3,Y,0,60,0,0,0,0,0,7,2008,New,Partial,227680
20,RL,12546,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,4,4,CBlock,4,3,No,BLQ,678,Unf,0,762,1440,GasA,5,Y,SBrkr,1440,0,0,1440,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,Fin,2,467,3,3,Y,0,0,99,0,0,0,0,4,2007,WD,Normal,182900
60,RL,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5,3,PConc,5,3,Av,GLQ,936,Unf,0,168,1104,GasA,5,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,5,10,Typ,1,4,Attchd,Fin,3,836,3,3,Y,0,102,0,0,0,0,0,7,2009,WD,Normal,335000
160,RM,2368,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,No,LwQ,765,Unf,0,0,765,GasA,3,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,3,7,Min1,0,0,Attchd,Unf,2,440,3,3,Y,0,36,0,0,0,0,0,5,2009,WD,Normal,125000
20,RL,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,No,Unf,0,Unf,0,864,864,GasA,4,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,7,2006,Oth,Abnorml,116050
60,RL,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,CBlock,3,3,No,BLQ,552,Unf,0,280,832,GasA,4,Y,SBrkr,1098,880,0,1978,0,0,2,1,4,1,3,9,Typ,1,4,Attchd,RFn,2,486,3,3,Y,0,43,0,0,0,0,0,4,2008,WD,Normal,176000
60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,813,813,GasA,5,Y,SBrkr,822,843,0,1665,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,562,3,3,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,205950
60,RL,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,No,GLQ,1288,Unf,0,294,1582,GasA,5,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,5,8,Typ,1,4,Attchd,Fin,3,789,3,3,Y,178,120,0,0,0,0,0,11,2007,New,Partial,325624
80,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,3,3,CBlock,3,3,Av,BLQ,674,LwQ,132,350,1156,GasA,5,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,3,7,Typ,2,4,Basment,RFn,1,364,3,3,Y,0,0,189,0,0,0,0,3,2010,WD,Normal,153000
120,RL,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,4,3,PConc,4,3,No,GLQ,430,Unf,0,1145,1575,GasA,4,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,RFn,2,529,3,3,Y,0,0,52,0,0,0,0,7,2007,WD,Normal,179200
20,RL,9245,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,GLQ,686,Unf,0,304,990,GasA,5,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2,672,3,3,Y,0,0,0,0,0,0,0,2,2008,WD,Normal,145000
20,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,2,2,CBlock,3,2,No,Unf,0,Unf,0,721,721,GasA,4,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,3,4,Typ,0,0,CarPort,Unf,1,294,3,3,N,250,0,24,0,0,0,0,9,2009,WD,Normal,82000
20,RL,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,3,3,CBlock,3,3,No,BLQ,586,Unf,0,462,1048,GasA,3,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,286,3,3,Y,0,20,0,0,192,0,0,6,2007,WD,Normal,135000
120,RM,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Gd,GLQ,697,Unf,0,151,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,1,3,Attchd,RFn,2,420,3,3,Y,149,0,0,0,0,0,0,5,2008,WD,Normal,141000
160,FV,3735,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,No,GLQ,450,Unf,0,241,691,GasA,5,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,4,6,Typ,0,0,Detchd,Unf,2,506,3,3,Y,0,34,0,0,0,0,0,3,2006,WD,Normal,183900
60,RL,13869,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,Av,GLQ,182,Unf,0,612,794,GasA,4,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,Typ,0,0,Attchd,Fin,2,388,3,3,Y,0,75,0,0,0,0,0,7,2007,WD,Normal,177000
20,FV,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,1257,1257,GasA,5,Y,SBrkr,1266,0,0,1266,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,Unf,2,453,3,3,Y,38,144,0,0,0,0,0,4,2006,WD,Normal,176000
20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,1212,1212,GasA,5,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,573,3,3,Y,356,0,0,0,0,0,0,6,2009,WD,Normal,178000
20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,4,3,Av,GLQ,929,Unf,0,916,1845,GasA,4,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,3,6,Typ,1,3,Attchd,Fin,2,604,3,3,Y,197,39,0,0,0,0,0,6,2006,WD,Normal,241500
60,RL,9084,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,Unf,0,Unf,0,935,935,GasA,4,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,3,8,Typ,1,3,Attchd,Fin,2,462,3,3,Y,0,28,0,0,0,0,0,6,2006,WD,Normal,176500
20,RL,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,4,CBlock,3,3,No,ALQ,646,Unf,0,218,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,336,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,136500
160,RL,2268,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,4,3,PConc,4,3,No,GLQ,567,Unf,0,197,764,GasA,5,Y,SBrkr,764,862,0,1626,0,0,2,0,2,1,4,6,Typ,0,0,BuiltIn,RFn,2,474,3,3,Y,0,27,0,0,0,0,0,7,2009,WD,Normal,173000
85,RL,9180,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,4,3,Av,ALQ,747,LwQ,93,0,840,GasA,4,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,4,5,Typ,0,0,Attchd,RFn,2,504,3,4,Y,240,0,0,0,0,0,0,12,2007,WD,Normal,144000
30,RL,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,3,1,CBlock,3,3,No,Unf,0,Unf,0,728,728,GasA,5,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,2,6,Mod,0,0,NA,NA,0,0,0,0,Y,263,0,0,0,0,0,450,5,2010,WD,Normal,76500
20,RL,8125,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,No,BLQ,614,Unf,0,244,858,GasA,3,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,Typ,0,0,NA,NA,0,0,0,0,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,88000
60,RL,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,GLQ,786,Unf,0,173,959,GasA,5,Y,SBrkr,959,712,0,1671,1,0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2,472,3,3,Y,0,38,0,0,0,0,0,2,2006,WD,Normal,173000
30,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,3,4,BrkTil,3,3,No,BLQ,397,Unf,0,706,1103,GasA,4,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,4,5,Typ,1,4,Detchd,Unf,2,440,3,3,Y,166,120,0,0,0,0,0,7,2006,WD,Normal,110500
60,RL,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,Gd,GLQ,1150,Unf,0,316,1466,GasA,5,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,4,11,Typ,1,3,BuiltIn,RFn,3,1052,3,3,Y,125,144,0,0,0,0,0,4,2007,New,Partial,424870
90,RL,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,Av,ALQ,803,Unf,0,303,1106,GasA,3,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,2,540,3,3,Y,0,18,0,0,0,0,0,5,2006,WD,Normal,132500
20,C (all),9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,3,3,CBlock,3,3,Av,BLQ,50,Unf,0,430,480,GasA,3,N,FuseA,480,0,0,480,1,0,0,0,1,1,3,4,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,10,2006,WD,Abnorml,35311
20,RL,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,3,3,CBlock,3,3,No,BLQ,486,Unf,0,522,1008,GasA,4,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,3,4,Typ,1,4,Attchd,RFn,1,275,3,3,Y,0,0,120,0,0,0,0,7,2006,WD,Normal,137000
120,RL,5330,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,4,3,PConc,4,3,Av,GLQ,1196,Unf,0,298,1494,GasA,5,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,5,6,Typ,0,0,Attchd,RFn,2,499,3,3,Y,96,48,0,0,0,0,0,8,2007,WD,Normal,251000
60,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,768,768,GasA,5,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,RFn,2,676,3,3,Y,0,30,0,0,0,0,0,6,2009,WD,Normal,210000
60,RL,16259,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,3,3,PConc,5,4,Av,Unf,0,Unf,0,1249,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,4,9,Typ,0,0,Attchd,RFn,3,840,3,3,Y,240,154,0,0,0,0,0,9,2006,New,Partial,342643
120,FV,4230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,5,4,No,Unf,0,Unf,0,1352,1352,GasA,5,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,4,5,Typ,1,4,Attchd,RFn,2,466,3,3,Y,0,241,0,0,0,0,0,4,2007,New,Partial,208900
20,RL,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,3,3,CBlock,4,3,Gd,BLQ,429,ALQ,1080,93,1602,GasA,4,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,3,4,Typ,1,4,Attchd,RFn,2,564,3,3,Y,409,0,0,0,0,0,0,3,2008,WD,Normal,235000
70,RM,5100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,3,4,PConc,3,3,No,Unf,0,Unf,0,588,588,GasA,2,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,4,7,Typ,1,4,Detchd,Unf,1,228,3,3,Y,192,63,0,0,0,0,0,6,2008,WD,Normal,161000
20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,Mn,GLQ,699,Unf,0,638,1337,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,531,3,3,Y,0,39,0,0,0,0,0,10,2007,WD,Normal,185000
20,RL,16905,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,3,4,CBlock,3,3,Gd,BLQ,967,Unf,0,383,1350,GasA,4,Y,SBrkr,1328,0,0,1328,0,1,1,1,2,1,3,5,Typ,2,4,Attchd,RFn,1,308,3,3,P,0,104,0,0,0,0,0,7,2007,WD,Normal,170000
60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,GLQ,822,Unf,0,78,900,GasA,5,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,RFn,2,644,3,3,Y,168,108,0,0,0,0,0,7,2009,New,Partial,252678
60,RL,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,5,3,No,ALQ,690,Unf,0,114,804,GasA,5,Y,SBrkr,804,1157,0,1961,1,0,2,1,3,1,4,7,Typ,1,3,BuiltIn,Fin,2,560,3,3,Y,125,192,0,0,0,0,0,6,2009,WD,Normal,215000
